Item Municipal|DESCRIÇÃO DO SERVIÇO MUNICIPAL|ALÍQUOTA|BENEFÍCIO FISCAL|SOCIEDADE|COMENTÁRIO|UF|CIDADE|Do prestador|Do tomador|Descrição
12.07|Shows, ballet, danças, desfiles, bailes, óperas, concertos, recitais, festivais e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 271; 273; 274; 291 a 300; 301; 302 a 312; 313 a 323; 331; 357 a 371; Lei nº 16.127/2015; Lei n° 16.097/2014, art. 14; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei nº 15.948/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 146 e 147; Decreto n° 53.151/2012, arts. 155 a 158; Lei nº 15.134/.2010; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016||De acordo com a Lei nº 14.096/2005, Tabela, seção 3, o município estabelece alíquota de 2% para os serviços de Shows, bailes, desfiles e festivais, desde que situado na Região Adjacente à Estação da Luz.|SP|São Paulo|8133|9660|Shows, bailes, desfiles, festivais e congêneres.
12.07|Shows, ballet, danças, desfiles, bailes, óperas, concertos, recitais, festivais e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 271; 273; 274; 291 a 300; 301; 302 a 312; 313 a 323; 331; 357 a 371; Lei nº 16.127/2015; Lei n° 16.097/2014, art. 14; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei nº 15.948/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 146 e 147; Decreto n° 53.151/2012, arts. 155 a 158; Lei nº 15.134/.2010; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016|||SP|São Paulo|8273|9660|Prestação de serviço de Diversões Públicas, prestado por contribuinte não estabelecido no Município de São Paulo.
12.07|Shows, ballet, danças, desfiles, bailes, óperas, concertos, recitais, festivais e congêneres.|2%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 271; 273; 274; 291 a 300; 301; 302 a 312; 313 a 323; 331; 357 a 371; Lei nº 16.127/2015; Lei n° 16.097/2014, art. 14; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei nº 15.948/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 146 e 147; Decreto n° 53.151/2012, arts. 155 a 158; Lei nº 15.134/.2010; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016||De acordo com a Lei nº 14.096/2005, Tabela, seção 3, o município estabelece alíquota de 2% para os serviços de óperas, ballet, danças, concertos e recitais, desde que situado na Região Adjacente à Estação da Luz.|SP|São Paulo|8168|9652|Óperas, ballet, danças, concertos, recitais e congêneres.
12.07|Shows, ballet, danças, desfiles, bailes, óperas, concertos, recitais, festivais e congêneres.|2%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 271; 273; 274; 291 a 300; 301; 302 a 312; 313 a 323; 331; 357 a 371; Lei nº 16.127/2015; Lei n° 16.097/2014, art. 14; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei nº 15.948/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 146 e 147; Decreto n° 53.151/2012, arts. 155 a 158; Lei nº 15.134/.2010; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016|||SP|São Paulo|8274|9652|Espetáculos teatrais e espetáculos circenses, óperas, ballet, danças, concertos, recitais e congêneres (contribuinte não estabelecido no Município de São Paulo).
12.08|Feiras, exposições, congressos e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8176|9660|Feiras, exposições, congressos e congêneres.
12.08|Feiras, exposições, congressos e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8273|9660|Prestação de serviço de Diversões Públicas, prestado por contribuinte não estabelecido no Município de São Paulo.
12.09|Bilhares, boliches e diversões eletrônicas ou não.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 274; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8311|9660|Bilhar por tempo (snooker), bilhar por ficha e pebolim.
12.09|Bilhares, boliches e diversões eletrônicas ou não.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 274; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8320|9660|Boliche.
12.09|Bilhares, boliches e diversões eletrônicas ou não.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 274; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8338|9660|Divertimento eletrônico, inclusive vitrola automática, cabines privê, computadores, videogames, videokê e demais equipamentos acionados por fichas, cartões, ou quaisquer outros dispositivos.
12.09|Bilhares, boliches e diversões eletrônicas ou não.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 274; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8354|9660|Divertimento eletrônico, inclusive vitrola automática, cabines privê, computadores, videogames, videokê e demais equipamentos acionados por fichas, cartões, ou quaisquer outros dispositivos, serviços prestados em estabelecimentos instalados em shopping centers e parques de diversões.
12.09|Bilhares, boliches e diversões eletrônicas ou não.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 274; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8362|9660|Máquina Eletronicamente Programável ou outra máquina de entretenimento, com distribuição de prêmios.
12.09|Bilhares, boliches e diversões eletrônicas ou não.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 274; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8370|9660|Máquina Eletronicamente Programável ou outra máquina de entretenimento, com distribuição de prêmios, instalada em estabelecimentos do tipo bingo.
12.09|Bilhares, boliches e diversões eletrônicas ou não.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 274; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8397|9660|Carteado, dominó, víspora, e outros tipos de diversões com cobrança facultativa de ingresso.
12.10|Corridas e competições de animais.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 274; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8192|9660|Corridas e competições de animais.
12.10|Corridas e competições de animais.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 274; 301; 302 a 312; 357 a 371; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8273|9660|Prestação de serviço de Diversões Públicas, prestado por contribuinte não estabelecido no Município de São Paulo.
12.11|Competições esportivas ou de destreza física ou intelectual, com ou sem a participação do espectador.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 274; 301; 302 a 312; 357 a 371; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8206|9660|Competições esportivas ou de destreza física ou intelectual, com ou sem a participação do espectador.
12.11|Competições esportivas ou de destreza física ou intelectual, com ou sem a participação do espectador.|2%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 274; 301; 302 a 312; 357 a 371; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8281|9652|Competições esportivas -Grande Prêmio Brasil de Fórmula 1. Quando prestado por contribuinte estabelecido no Município de São Paulo.
12.11|Competições esportivas ou de destreza física ou intelectual, com ou sem a participação do espectador.|2%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 274; 301; 302 a 312; 357 a 371; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8290|9652|Competições esportivas -Grande Prêmio Brasil de Fórmula 1. Quando prestado por contribuinte não estabelecido no Município de São Paulo.
12.12|Execução de música.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 273; 274; 291 a 300; 301; 302 a 312; 357 a 371; Lei nº 16.127/2015; Lei n° 16.097/2014, art. 14; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei nº 15.948/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8400|9660|Execução de música, individualmente ou por conjunto.
12.13|Produção, mediante ou sem encomenda prévia, de eventos, espetáculos, entrevistas, shows, ballet, danças, desfiles, bailes, teatros, óperas, concertos, recitais, festivais e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 273; 274; 291 a 300; 301; 302 a 312; 357 a 371; Lei nº 16.127/2015; Lei n° 16.097/2014, art. 14; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei nº 15.948/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|6777|9768|Produção, mediante ou sem encomenda prévia, de eventos, espetáculos, entrevistas, shows, ballet, danças, desfiles, bailes, teatros, óperas, concertos, recitais, festivais e congêneres.
12.14|Fornecimento de música para ambientes fechados ou não, mediante transmissão por qualquer processo.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 274; 291 a 300; 301; 302 a 312; 357 a 371; Lei nº 16.127/2015;Lei n° 16.050/2014, art. 179, 185; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei nº 15.948/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8419|9660|Fornecimento de música para ambientes fechados ou não, mediante transmissão por qualquer processo.
12.15|Desfiles de blocos carnavalescos ou folclóricos, trios elétricos e congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 274; 291 a 300; 301; 302 a 312; 357 a 371; Lei nº 16.127/2015; Lei n° 16.097/2014, art. 14; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei nº 15.948/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 147 e 150; Decreto n° 53.151/2012, arts. 155 a 158; Lei nº 15.134/.2010; Decreto nº 50.567/2009; Lei nº 14.910/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8214|9660|Desfiles de blocos carnavalescos ou folclóricos, trios elétricos e congêneres.
12.16|Exibição de filmes, entrevistas, musicais, espetáculos, shows, concertos, desfiles, óperas, competições esportivas, de destreza intelectual ou congêneres.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 274; 291 a 300; 301; 302 a 312; 324 a 329; 357 a 371; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei nº 15.948/2013; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|8230|9660|Exibição de filmes, entrevistas, musicais, espetáculos, shows, concertos, desfiles, óperas, competições esportivas, de destreza intelectual ou congêneres.
12.17|Recreação e animação, inclusive em festas e eventos de qualquer natureza.|5%|Decreto nº 56.302/2015; Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, arts. 259; 264; 269; 274;301; 302 a 312; 357 a 371; Lei nº 16.127/2015; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.928/2013; Decreto n° 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008;Lei nº 16.359/2016|||SP|São Paulo|7218|9741|Recreação e animação, inclusive em festas e eventos de qualquer natureza.
13|Serviços relativos a fonografia, fotografia, cinematografia e reprografia.|||||SP|São Paulo|||
13.01|Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.|5%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016|||SP|São Paulo|6793|9768|Fonografia ou gravação de sons, inclusive trucagem, dublagem, mixagem e congêneres.
13.02|Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres.|5%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016||De acordo com a Lei nº 14.096/2005, Tabela, seção 3, o município estabelece alíquota de 2% para os serviços de fotografia e cinematografia, inclusive revelação, ampliação, cópia, retocagem, reprodução e trucagem., desde que situado na Região Adjacente à Estação da Luz.|SP|São Paulo|6807|9768|Fotografia e cinematografia, inclusive revelação, ampliação, cópia, retocagem, reprodução, trucagem e congêneres (inclusive para televisão).
13.03|Reprografia, microfilmagem e digitalização.|5%|Portaria Intersecretarial SF/SEME/SNJ/SGM nº 6/2015; Decreto n° 56.235/2015, art. 259, 264, 265; 301; 302 a 312; 313 a 323; 331; art. 357 a 371; 513; Lei n° 16.050/2014, art. 179, 185; Instrução Normativa SF/SUREM nº 8/2014; Lei n° 15.931/2013; Lei n° 15.928/2013; Decreto nº 54.129/2013; Decreto n° 53.151/2012, art. 146; Decreto n° 53.151/2012, arts. 155 a 158; Decreto nº 50.567/2009; Lei n°14.863/2008; Lei nº 14.864/2008; Lei n° 14.096/2005; Decreto n° 46.996/2006;Lei nº 16.359/2016||De acordo com a Lei nº 14.096/2005, Tabela, seção 3, o município estabelece alíquota de 2% para os serviços de reprografia, microfilmagem e digitalização, desde que situado na Região Adjacente à Estação da Luz.|SP|São Paulo|6815|9768|Reprografia, microfilmagem e digitalização.
